0	0	1	0	0
8	2	9	0	0
12	2	13	0	0
21	0	22	0	0
24	0	25	0	0
26	2	27	0	0
33	1	34	0	0
37	6	38	0	0
37	6	39	0	0
37	6	40	0	0
41	4	0	0	0
43	1	44	0	0
12	2	23	0	0
45	3	46	0	0
50	3	40	0	0
40	0	37	0	0
51	0	1	0	0
35	4	50	0	0
12	2	65	0	0
66	0	67	0	0
35	0	37	0	0
0	0	40	0	0
72	4	28	0	0
73	5	41	0	0
51	6	22	0	0
79	8	18	0	0
18	7	79	0	0
45	3	47	0	0
45	3	51	0	0
1	0	40	0	0
55	2	86	0	0
90	0	85	0	0
94	5	33	0	0
33	5	94	0	0
33	4	94	0	0
51	3	22	0	0
21	8	81	0	0
81	7	21	0	0
3	3	97	0	0
35	1	50	0	0
101	1	102	0	0
105	9	103	0	0
103	9	105	0	0
107	0	108	0	0
111	5	59	0	0
101	3	40	0	0
101	0	112	0	0
113	0	114	0	0
1	5	41	0	0
112	5	39	0	0
118	0	44	0	0
94	9	33	0	0
33	9	94	0	0
119	0	37	0	0
9	1	10	0	0
120	0	96	0	0
121	8	30	0	0
30	7	121	0	0
55	2	122	0	0
122	3	39	0	0
94	6	39	0	0
94	6	81	0	0
94	6	40	0	0
94	4	50	0	0
123	3	22	0	0
94	5	63	0	0
39	2	86	0	0
8	6	9	0	0
16	2	9	0	0
11	3	16	0	0
133	0	130	0	0
37	2	50	0	0
136	2	135	0	0
101	0	40	0	0
48	6	22	0	0
121	3	141	0	0
24	0	63	0	0
24	5	63	0	0
143	1	44	0	0
143	1	12	0	0
145	0	63	0	0
63	2	146	0	0
63	2	147	0	0
23	6	44	0	0
63	2	23	0	0
23	1	114	0	0
12	0	65	0	0
149	0	44	0	0
151	0	44	0	0
23	1	153	0	0
63	4	24	0	0
156	3	146	0	0
157	3	58	0	0
42	5	63	0	0
24	3	159	0	0
24	1	144	0	0
139	0	63	0	0
51	0	24	0	0
161	0	22	0	0
63	4	118	0	0
149	1	23	0	0
162	1	155	0	0
163	0	164	0	0
165	7	166	0	0
166	8	165	0	0
166	5	165	0	0
166	5	167	0	0
168	5	169	0	0
168	5	170	0	0
41	7	72	0	0
72	8	41	0	0
174	7	116	0	0
116	8	174	0	0
14	0	30	0	0
56	3	51	0	0
56	0	101	0	0
59	5	38	0	0
38	5	59	0	0
22	9	132	0	0
132	9	22	0	0
149	9	155	0	0
177	9	155	0	0
155	9	149	0	0
155	9	177	0	0
155	0	44	0	0
178	1	44	0	0
72	4	0	0	0
8	6	17	0	0
181	0	182	0	0
183	0	44	0	0
188	0	185	0	0
189	6	186	0	0
189	0	185	0	0
189	0	190	0	0
189	0	191	0	0
189	0	192	0	0
22	3	51	0	0
12	2	146	0	0
193	1	24	0	0
12	1	23	0	0
72	0	0	0	0
121	5	30	0	0
183	0	160	0	0
197	5	23	0	0
197	5	77	0	0
197	0	44	0	0
198	0	44	0	0
63	5	24	0	0
63	5	142	0	0
23	3	182	0	0
12	1	144	0	0
149	8	30	0	0
30	7	149	0	0
181	3	44	0	0
12	2	144	0	0
120	0	16	0	0
1	0	41	0	0
204	4	33	0	0
204	4	205	0	0
48	2	206	0	0
108	2	213	0	0
31	2	210	0	0
31	6	210	0	0
1	5	41	0	0
215	9	216	0	0
216	9	215	0	0
0	0	1	0	0
41	5	1	0	0
121	5	30	0	0
121	5	14	0	0
92	8	30	0	0
30	7	92	0	0
36	1	67	0	0
178	1	63	0	0
63	1	178	0	0
56	3	51	0	0
56	0	40	0	0
