1	0
12	1
17	2
21	3
22	4
23	5
24	6
25	7
26	8
28	9
29	10
30	11
42	12
43	13
44	14
45	15
46	16
47	17
53	18
54	19
55	20
62	21
63	22
67	23
68	24
69	25
75	26
76	27
77	28
83	29
88	30
94	31
95	32
96	33
97	34
99	35
100	36
102	37
103	38
104	39
113	40
114	41
115	42
116	43
117	44
119	45
122	46
123	47
125	48
126	49
129	50
131	51
135	52
137	53
138	54
148	55
149	56
155	57
159	58
162	59
163	60
164	61
165	62
169	63
170	64
171	65
172	66
173	67
183	68
184	69
189	70
191	71
193	72
201	73
205	74
207	75
210	76
222	77
229	78
241	79
242	80
243	81
259	82
268	83
275	84
279	85
280	86
282	87
284	88
294	89
296	90
301	91
306	92
308	93
317	94
319	95
331	96
338	97
339	98
347	99
348	100
349	101
352	102
353	103
361	104
365	105
366	106
369	107
379	108
383	109
396	110
400	111
402	112
405	113
411	114
416	115
419	116
424	117
427	118
428	119
433	120
438	121
441	122
444	123
451	124
458	125
473	126
478	127
486	128
487	129
490	130
491	131
492	132
493	133
497	134
499	135
501	136
502	137
506	138
507	139
508	140
509	141
512	142
514	143
518	144
519	145
523	146
528	147
532	148
534	149
535	150
536	151
540	152
541	153
554	154
555	155
561	156
563	157
565	158
566	159
573	160
579	161
582	162
588	163
604	164
612	165
619	166
620	167
622	168
623	169
629	170
634	171
636	172
637	173
639	174
642	175
656	176
662	177
663	178
670	179
675	180
679	181
680	182
682	183
683	184
684	185
687	186
688	187
689	188
690	189
696	190
698	191
700	192
701	193
702	194
704	195
706	196
708	197
714	198
727	199
729	200
734	201
739	202
752	203
753	204
760	205
764	206
765	207
771	208
776	209
778	210
784	211
821	212
824	213
837	214
846	215
854	216
861	217
863	218
865	219
917	220
921	221
947	222
953	223
966	224
970	225
986	226
992	227
1001	228
1006	229
1009	230
1027	231
1029	232
1031	233
1033	234
1035	235
1041	236
1042	237
1066	238
1075	239
1076	240
1079	241
1081	242
1089	243
1090	244
1094	245
1096	246
1112	247
1125	248
1129	249
1133	250
1142	251
1143	252
1161	253
1171	254
1173	255
1206	256
1210	257
1256	258
1354	259
1406	260
1415	261
1417	262
1426	263
1433	264
1439	265
1449	266
1452	267
1453	268
1463	269
1464	270
1470	271
1506	272
1508	273
1512	274
1516	275
1546	276
1555	277
1571	278
1585	279
1591	280
1596	281
1614	282
1634	283
1657	284
1776	285
1778	286
1851	287
1912	288
1983	289
2008	290
2009	291
2012	292
2018	293
2019	294
2027	295
2040	296
2041	297
2045	298
2055	299
2061	300
2082	301
2099	302
2119	303
2120	304
2123	305
2155	306
2183	307
2207	308
2214	309
2282	310
2283	311
2305	312
2306	313
2350	314
2351	315
2361	316
2362	317
2476	318
2480	319
2482	320
2484	321
2486	322
2490	323
2491	324
2492	325
2493	326
2494	327
2495	328
2505	329
2517	330
2520	331
2530	332
2533	333
2539	334
2540	335
2587	336
2588	337
2593	338
2609	339
2610	340
2615	341
2616	342
2621	343
2624	344
2660	345
2667	346
2668	347
2674	348
2676	349
2677	350
2687	351
2698	352
2705	353
2720	354
2729	355
2732	356
2733	357
2735	358
2750	359
2765	360
2767	361
2782	362
2783	363
2786	364
2787	365
2809	366
2848	367
2903	368
2909	369
2911	370
2935	371
2939	372
2946	373
2951	374
2952	375
2966	376
2975	377
2977	378
2982	379
2989	380
2996	381
3023	382
3027	383
3040	384
3066	385
3076	386
3083	387
3087	388
3095	389
3098	390
3102	391
3107	392
3118	393
3225	394
3236	395
3245	396
3247	397
3249	398
3252	399
3255	400
3263	401
3269	402
3275	403
3357	404
3374	405
3392	406
3423	407
3431	408
3437	409
3444	410
3447	411
3450	412
3456	413
3457	414
3458	415
3473	416
3495	417
3496	418
3498	419
3587	420
3623	421
3710	422
3790	423
3791	424
4091	425
4260	426
4261	427
4262	428
4269	429
4270	430
4370	431
4550	432
4586	433
4969	434
4971	435
4973	436
4977	437
4982	438
4983	439
4985	440
4986	441
4987	442
4988	443
4990	444
5024	445
5028	446
5037	447
5057	448
5059	449
5088	450
5092	451
5106	452
5113	453
5120	454
5334	455
5354	456
5764	457
5816	458
5817	459
5818	460
5935	461
6100	462
6190	463
6247	464
6371	465
6439	466
6529	467
6878	468
8272	469
8385	470
8552	471
8692	472
8812	473
8813	474
8863	475
8943	476
9136	477
9137	478
9138	479
9139	480
9140	481
9144	482
9589	483
12501	484
12503	485
12505	486
12508	487
12509	488
12510	489
12511	490
12515	491
12518	492
12520	493
12526	494
12532	495
12539	496
12541	497
12544	498
12553	499
