398	2	11	0	0
398	2	59	0	0
398	1	59	0	0
114	4	209	0	0
256	3	67	0	0
57	4	106	0	0
57	4	16	0	0
59	1	279	0	0
59	2	27	0	0
59	5	48	0	0
59	1	398	0	0
72	6	59	0	0
72	1	59	0	0
59	2	72	0	0
72	7	59	0	0
72	1	77	0	0
72	6	78	0	0
72	6	83	0	0
59	3	128	0	0
59	5	1	0	0
59	1	4	0	0
59	1	27	0	0
72	6	77	0	0
104	1	239	0	0
1	3	112	0	0
1	3	21	0	0
435	3	21	0	0
1	2	21	0	0
208	7	21	0	0
1	0	12	0	0
1	5	10	0	0
363	1	161	0	0
4	6	327	0	0
1	4	21	0	0
7	0	21	0	0
1	0	21	0	0
94	2	21	0	0
367	4	21	0	0
374	7	47	0	0
104	0	216	0	0
96	4	116	0	0
1	3	277	0	0
1	3	140	0	0
41	4	125	0	0
352	2	88	0	0
94	1	204	0	0
59	1	103	0	0
132	3	472	0	0
132	5	461	0	0
132	7	461	0	0
60	3	59	0	0
60	6	59	0	0
80	4	57	0	0
80	4	16	0	0
132	7	306	0	0
431	5	243	0	0
431	5	232	0	0
214	4	1	0	0
88	7	21	0	0
308	7	306	0	0
210	4	142	0	0
212	6	158	0	0
72	6	12	0	0
59	6	12	0	0
72	6	14	0	0
72	4	10	0	0
59	0	10	0	0
59	5	14	0	0
59	3	14	0	0
59	3	12	0	0
59	0	12	0	0
59	2	398	0	0
59	7	72	0	0
72	3	84	0	0
88	7	348	0	0
86	2	150	0	0
88	2	150	0	0
88	1	352	0	0
88	7	119	0	0
59	1	186	0	0
72	4	146	0	0
59	0	146	0	0
59	0	21	0	0
59	5	84	0	0
323	4	42	0	0
67	3	82	0	0
143	1	2	0	0
82	6	269	0	0
163	6	21	0	0
427	0	21	0	0
143	1	233	0	0
77	2	72	0	0
145	0	58	0	0
145	6	21	0	0
145	1	142	0	0
204	4	40	0	0
142	0	57	0	0
68	1	307	0	0
357	7	1	0	0
204	2	208	0	0
142	2	145	0	0
78	6	72	0	0
78	6	59	0	0
110	4	75	0	0
77	4	258	0	0
77	6	116	0	0
77	2	14	0	0
78	6	14	0	0
77	6	269	0	0
67	6	17	0	0
82	4	48	0	0
82	6	77	0	0
48	5	59	0	0
348	7	119	0	0
348	7	21	0	0
279	5	10	0	0
279	2	59	0	0
279	5	14	0	0
48	3	21	0	0
48	4	21	0	0
204	3	208	0	0
124	2	63	0	0
159	0	21	0	0
427	0	269	0	0
95	4	21	0	0
82	6	85	0	0
95	4	275	0	0
427	4	269	0	0
82	4	6	0	0
204	2	94	0	0
204	4	210	0	0
56	6	83	0	0
1	7	357	0	0
208	1	204	0	0
7	1	150	0	0
41	1	47	0	0
1	7	36	0	0
1	3	44	0	0
26	3	489	0	0
4	3	48	0	0
4	3	67	0	0
11	7	82	0	0
63	1	124	0	0
13	0	67	0	0
1	5	87	0	0
11	1	398	0	0
1	3	114	0	0
363	4	138	0	0
1	2	215	0	0
4	0	2	0	0
7	5	2	0	0
1	2	2	0	0
1	2	93	0	0
1	4	61	0	0
1	4	373	0	0
1	0	59	0	0
11	7	59	0	0
1	5	59	0	0
27	1	59	0	0
4	2	59	0	0
27	2	59	0	0
24	4	155	0	0
306	1	472	0	0
150	2	7	0	0
150	1	86	0	0
150	1	88	0	0
306	7	308	0	0
306	7	132	0	0
68	6	179	0	0
68	0	21	0	0
123	5	21	0	0
204	3	21	0	0
68	0	123	0	0
128	0	38	0	0
307	2	68	0	0
151	2	36	0	0
36	0	20	0	0
47	0	21	0	0
36	7	1	0	0
315	2	131	0	0
315	2	321	0	0
4	6	321	0	0
4	3	42	0	0
311	4	290	0	0
47	4	128	0	0
36	1	151	0	0
47	0	5	0	0
47	2	41	0	0
47	7	374	0	0
47	4	93	0	0
21	0	427	0	0
21	7	348	0	0
21	0	38	0	0
21	1	38	0	0
21	3	44	0	0
21	1	280	0	0
21	5	87	0	0
21	4	168	0	0
447	4	66	0	0
21	4	1	0	0
21	7	208	0	0
21	1	1	0	0
21	3	1	0	0
21	4	67	0	0
269	6	77	0	0
21	4	204	0	0
259	3	204	0	0
21	4	148	0	0
21	5	123	0	0
21	2	40	0	0
178	3	150	0	0
178	4	258	0	0
328	6	33	0	0
493	6	83	0	0
33	4	136	0	0
34	6	93	0	0
328	6	406	0	0
438	6	51	0	0
438	6	50	0	0
170	2	40	0	0
178	2	21	0	0
178	4	76	0	0
178	4	439	0	0
182	0	4	0	0
140	3	48	0	0
259	3	21	0	0
281	4	209	0	0
158	0	21	0	0
69	1	119	0	0
401	3	47	0	0
280	2	21	0	0
21	1	178	0	0
21	5	35	0	0
445	2	215	0	0
405	3	137	0	0
21	4	35	0	0
447	4	16	0	0
21	4	116	0	0
21	3	116	0	0
21	4	17	0	0
21	6	115	0	0
21	1	94	0	0
84	5	59	0	0
21	7	88	0	0
21	7	119	0	0
21	6	399	0	0
84	5	12	0	0
197	4	32	0	0
21	4	51	0	0
21	0	413	0	0
21	1	164	0	0
193	1	164	0	0
20	0	2	0	0
214	0	76	0	0
478	2	28	0	0
164	2	21	0	0
164	2	193	0	0
76	6	21	0	0
76	4	433	0	0
136	6	103	0	0
136	4	33	0	0
76	4	131	0	0
76	6	208	0	0
76	4	353	0	0
179	6	68	0	0
179	7	82	0	0
233	2	143	0	0
2	2	143	0	0
2	0	4	0	0
2	5	7	0	0
2	1	1	0	0
76	2	14	0	0
368	4	178	0	0
240	4	120	0	0
103	2	59	0	0
103	2	12	0	0
103	5	186	0	0
368	7	328	0	0
106	0	447	0	0
215	4	367	0	0
305	0	21	0	0
35	5	21	0	0
215	1	445	0	0
466	3	388	0	0
430	1	472	0	0
215	1	1	0	0
35	0	54	0	0
216	4	1	0	0
93	4	47	0	0
93	3	47	0	0
93	1	1	0	0
258	4	76	0	0
116	4	151	0	0
93	1	2	0	0
116	6	14	0	0
258	4	439	0	0
116	6	77	0	0
134	5	87	0	0
106	5	42	0	0
253	0	38	0	0
257	0	21	0	0
14	1	76	0	0
12	1	103	0	0
14	5	186	0	0
12	5	186	0	0
12	1	186	0	0
12	5	84	0	0
14	6	116	0	0
12	0	72	0	0
14	5	59	0	0
12	3	73	0	0
12	6	59	0	0
186	2	59	0	0
51	4	197	0	0
29	5	38	0	0
29	5	4	0	0
51	4	112	0	0
478	1	28	0	0
186	5	59	0	0
186	5	103	0	0
186	5	12	0	0
186	2	12	0	0
252	4	231	0	0
28	0	472	0	0
28	1	478	0	0
28	2	478	0	0
10	5	1	0	0
14	6	78	0	0
141	5	126	0	0
79	0	76	0	0
241	0	59	0	0
2	6	327	0	0
2	6	480	0	0
2	7	18	0	0
2	2	93	0	0
224	6	164	0	0
9	0	4	0	0
9	0	216	0	0
14	5	279	0	0
10	5	279	0	0
14	1	77	0	0
119	7	348	0	0
119	4	116	0	0
119	7	21	0	0
119	2	69	0	0
59	5	186	0	0
