0	0
2	1
3	2
4	3
5	4
6	5
7	6
9	7
10	8
11	9
14	10
15	11
16	12
17	13
18	14
20	15
21	16
22	17
24	18
25	19
26	20
27	21
28	22
29	23
30	24
31	25
33	26
35	27
36	28
37	29
38	30
39	31
40	32
41	33
42	34
43	35
44	36
45	37
46	38
47	39
48	40
49	41
50	42
51	43
52	44
53	45
54	46
55	47
57	48
58	49
59	50
60	51
61	52
62	53
64	54
65	55
66	56
67	57
68	58
70	59
71	60
72	61
74	62
77	63
78	64
79	65
80	66
81	67
82	68
84	69
85	70
86	71
87	72
88	73
89	74
90	75
91	76
93	77
94	78
95	79
98	80
99	81
101	82
102	83
103	84
104	85
105	86
106	87
107	88
108	89
109	90
111	91
112	92
115	93
117	94
118	95
119	96
120	97
121	98
125	99
126	100
130	101
134	102
138	103
139	104
142	105
143	106
144	107
146	108
147	109
149	110
150	111
151	112
155	113
156	114
158	115
160	116
161	117
162	118
163	119
164	120
165	121
167	122
170	123
172	124
173	125
175	126
177	127
179	128
180	129
181	130
182	131
184	132
186	133
187	134
188	135
189	136
191	137
192	138
193	139
194	140
198	141
203	142
204	143
205	144
206	145
208	146
209	147
211	148
212	149
213	150
214	151
215	152
216	153
217	154
218	155
221	156
222	157
223	158
224	159
226	160
228	161
231	162
233	163
234	164
235	165
236	166
237	167
238	168
240	169
241	170
242	171
245	172
246	173
248	174
249	175
250	176
251	177
252	178
253	179
254	180
256	181
257	182
258	183
259	184
260	185
263	186
264	187
266	188
269	189
270	190
271	191
272	192
273	193
274	194
275	195
276	196
277	197
278	198
279	199
280	200
281	201
284	202
285	203
286	204
287	205
288	206
289	207
290	208
291	209
292	210
293	211
294	212
295	213
297	214
298	215
299	216
301	217
302	218
303	219
305	220
308	221
309	222
311	223
313	224
316	225
317	226
319	227
322	228
328	229
329	230
330	231
331	232
333	233
335	234
337	235
339	236
341	237
342	238
344	239
345	240
347	241
356	242
358	243
359	244
360	245
364	246
365	247
366	248
368	249
370	250
371	251
379	252
381	253
382	254
383	255
386	256
389	257
390	258
392	259
394	260
398	261
399	262
402	263
409	264
410	265
412	266
414	267
416	268
419	269
420	270
421	271
422	272
424	273
425	274
426	275
434	276
437	277
438	278
440	279
441	280
444	281
445	282
448	283
454	284
455	285
457	286
458	287
461	288
462	289
467	290
470	291
474	292
475	293
481	294
482	295
483	296
484	297
485	298
486	299
487	300
489	301
490	302
491	303
493	304
494	305
497	306
498	307
499	308
500	309
502	310
504	311
506	312
507	313
510	314
511	315
512	316
514	317
517	318
521	319
526	320
527	321
530	322
531	323
538	324
539	325
544	326
545	327
546	328
547	329
548	330
552	331
555	332
556	333
558	334
568	335
569	336
570	337
576	338
582	339
583	340
586	341
588	342
591	343
593	344
594	345
595	346
602	347
604	348
609	349
611	350
614	351
617	352
621	353
622	354
623	355
624	356
625	357
626	358
632	359
634	360
636	361
641	362
647	363
650	364
651	365
654	366
656	367
659	368
660	369
668	370
675	371
677	372
679	373
684	374
685	375
689	376
693	377
694	378
696	379
700	380
702	381
705	382
707	383
708	384
716	385
717	386
719	387
730	388
731	389
738	390
739	391
744	392
746	393
759	394
762	395
769	396
770	397
773	398
782	399
783	400
785	401
787	402
788	403
794	404
795	405
796	406
802	407
803	408
809	409
810	410
816	411
817	412
827	413
828	414
832	415
835	416
866	417
873	418
877	419
882	420
902	421
907	422
908	423
909	424
915	425
919	426
922	427
923	428
932	429
945	430
946	431
949	432
962	433
968	434
976	435
990	436
992	437
997	438
1000	439
1012	440
1014	441
1015	442
1020	443
1041	444
1059	445
1065	446
1068	447
1070	448
1074	449
1076	450
1110	451
1112	452
1135	453
1150	454
1165	455
1170	456
1177	457
1193	458
1201	459
1220	460
1228	461
1245	462
1256	463
1260	464
1263	465
1299	466
1303	467
1307	468
1310	469
1326	470
1328	471
1341	472
1376	473
1382	474
1384	475
1387	476
1454	477
1487	478
1503	479
1539	480
1540	481
1572	482
1615	483
1647	484
1669	485
1671	486
1686	487
1712	488
1728	489
1742	490
1795	491
1815	492
1854	493
1877	494
1890	495
1915	496
2088	497
2262	498
2308	499
